CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
12479,29,2,1-29-2019-002-06,6,1,1C3CDFCA9DD1,2013,1C3,FCA US LLC,Chrysler,,DODGE,Dart,2013,PASSENGER CAR,,Limited/RT,,,Sedan/Saloon,4,,2000.0,,,,,,,,,,,,,,,,,22OCT2020:12:17:41.187,994,Belvidere Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1C3CDFCA*DD******,Direct,206.157258091837,2,4
12479,29,2,1-29-2019-002-06,6,2,WBA3C3G5XENS,2014,WBA,BMW AG,BMW,"BMW OF NORTH AMERICA, LLC",BMW,320i,2014,PASSENGER CAR,3 - Series,xDrive SA,,,Sedan/Saloon,4,,2000.00,,ROSSLYN,,SOUTH AFRICA,,,,,,,,,,,,,22OCT2020:13:32:50.540,966,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,,,134.97,181.00,,,,,Manual,Yes,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WBA3C3G5*EN******,Direct,206.157258091837,2,4
12449,17,1,1-17-2019-001-09,9,1,2FAFP74W01X1,2001,2FA,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Crown Victoria,2001,PASSENGER CAR,LX,,,,Sedan/Saloon,4,,4600.0,,TALBOTVILLE,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:24.423,977,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,141.68,190.00,210.00,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2FAFP74W*1X******,,961.723266068137,4,4
12541,21,2,1-21-2019-002-06,6,2,19XFB2F59CE3,2012,19X,"HONDA MFG., INDIANA., LLC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2012,PASSENGER CAR,LX,,,,Sedan/Saloon,4,R18Z1,1802.577040,Automatic,GREENSBURG,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:15:52.387,993,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,19XFB2F5*CE******,Direct,222.863974654819,11,4
12509,25,1,1-25-2019-001-05,5,1,1B3CB5HA6BD2,2011,1B3,FCA US LLC,Chrysler,,DODGE,Caliber,2011,PASSENGER CAR,PM,Heat,P (Premium),,Hatchback/Liftback/Notchback,4,,2000.0,,,,,,,,,,,,,,,,,22OCT2020:12:16:17.843,994,Belvidere Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1B3CB5HA*BD******,Direct,93.5553684959491,2,4
12531,59,5,1-59-2019-005-10,10,2,1B3LC56K08N2,2008,1B3,FCA US LLC,Chrysler,,DODGE,Avenger,2008,PASSENGER CAR,JS,SXT,P (Premium),,Sedan/Saloon,4,,2400.0,,STERLING HEIGHTS,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:16:30.233,994,STERLING HEIGHTS ASSEMBLY,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1B3LC56K*8N******,Direct,2553.85143584925,6,4
12496,32,3,1-32-2019-003-06,6,1,1B7GL22X5YS6,2000,1B7,FCA US LLC,Chrysler,,DODGE,Dakota,2000,TRUCK,,Base,L Series,,Pickup,2,,3900.0,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:16:47.483,994,Dodge City Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1B7GL22X*YS******,,1882.75480161728,7,4
12544,22,2,1-22-2019-002-04,4,1,1C4NJRBB1HD1,2017,1C4,FCA US LLC,Chrysler,,JEEP,Patriot,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),MK74,Sport,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2400.0,,BELVIDERE,ILLINOIS,UNITED STATES (USA),,Standard,,,Standard,,,,Optional,,,,22OCT2020:12:20:54.810,994,Belvidere Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,103.70,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,4WD/4-Wheel Drive/4x4,2,,Hydraulic,,,,,,,FCA,,4,,Gasoline,,,In-Line,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1C4NJRBB*HD******,Direct,228.172632478998,12,4
12491,24,2,1-24-2019-002-04,4,4,1D4GP25E85B3,2005,1D4,FCA US LLC,Chrysler,,DODGE,Caravan/Grand Caravan,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),RS,"Base, C/V",L (Low Line),,Van,,,3300.0,,FENTON,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:27:13.340,994,St Louis Assembly South,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Flexible Fuel Vehicle (FFV),,,V-Shaped,,,,Overhead Valve (OHV),,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1D4GP25E*5B******,,2281.57338463435,1,4
12511,73,1,1-73-2019-001-06,6,1,1FAHP3K21CL3,2012,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2012,PASSENGER CAR,SE,,,,Hatchback/Liftback/Notchback,5,,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:29:00.230,976,Michigan Assy,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Ford,,4,,Gasoline,Flexible Fuel Vehicle (FFV),Stoichiometric gasoline direct injection (SGDI),In-Line,119.31,160.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1FAHP3K2*CL******,Direct,267.702349067211,3,4
12488,11,3,1-11-2019-003-07,7,3,1FM5K7D84GGC,2016,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),XLT,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3500.0,,CHICAGO,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:31:43.540,976,Chicago Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,216.25,290.00,,,,,Manual,,1st Row (Driver & Passenger),Passenger Seat Only,1st & 2nd & 3rd Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,1FM5K7D8*GG******,Direct,5501.90113032407,8,4
12524,29,4,1-29-2019-004-06,6,1,1FTFW1ET5DFD,2013,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2013,TRUCK,,,,,Pickup,,,3500.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:38:53.400,976,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,272.18,365.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1FTFW1ET*DF******,,188.943807608076,2,4
12505,23,3,1-23-2019-003-03,3,1,1FTFW1ET8BFC,2011,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2011,TRUCK,,,,,Pickup,,,3500.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:38:56.853,976,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1FTFW1ET*BF******,,145.584933403066,5,4
12519,26,2,1-26-2019-002-06,6,1,1FTRF07263KD,2003,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2003,TRUCK,,F-Series,,,Pickup,,,4200.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:40:38.757,976,Kansas City,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,150.63,202.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Regular,Not Applicable,Not Applicable,1FTRF072*3K******,,973.309185582467,10,4
12535,66,1,1-66-2019-001-10,10,1,1FTSX31S73ED,2003,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-350,2003,TRUCK,,,,,Pickup,,,6800.0,,JEFFERSON COUNTY,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:41:45.023,976,Kentucky Truck,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,10,,Gasoline,,,V-Shaped,227.44,305.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1FTSX31S*3E******,,384.71786995987,6,4
12505,23,3,1-23-2019-003-03,3,2,1G11D5SL7FU1,2015,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2015,PASSENGER CAR,LT (2LT),,,,Sedan/Saloon,4,LKW,2500.0,,DETROIT HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:43:31.587,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G11D5SL*FU******,Direct,145.584933403066,5,4
12510,54,1,1-54-2019-001-06,6,1,1G1PC5SB4E72,2014,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Cruze,2014,PASSENGER CAR,1LT,,,,Sedan/Saloon,4,LUV,1400.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:44:15.773,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,Ethanol (E85),Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1PC5SB*E7******,Direct,880.16844999361,9,4
12523,29,3,1-29-2019-003-06,6,1,1G1ZB5EB7AF2,2010,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2010,PASSENGER CAR,LS,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX II,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:44:47.023,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,OPEL,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZB5EB*AF******,Direct,188.943807610028,2,4
12514,27,1,1-27-2019-001-06,6,1,1G4HP54K81U1,2001,1G4,GENERAL MOTORS LLC,GM,,BUICK,LeSabre,2001,PASSENGER CAR,Custom,,,,Sedan/Saloon,4,L36,3800.0,,HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:45:42.193,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G4HP54K*1U******,,127.195256322696,3,4
12529,59,3,1-59-2019-003-10,10,1,1GDJ7H1P0MJ5,1991,1GD,GENERAL MOTORS LLC,GM,,GMC,C7,1991,INCOMPLETE VEHICLE,7000 Medium Duty,Medium Conventional - 104 in. BBC,,,Incomplete - Chassis Cab (Number of Cab Unknown),,,6000.0,,JANESVILLE,WISCONSIN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:48:48.490,984,NA - Truck Platform,,,"Class 6: 19,501 - 26,000 lb (8,845 - 11,794 kg)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,4x2,2,,Hydraulic,,,,,,,GM,,8,,Gasoline,,Throttle Body Fuel Injection (TBI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,MDHD: Conventional,Not Applicable,,1GDJ7H1P*MJ******,,2553.85143584925,6,4
12514,27,1,1-27-2019-001-06,6,2,1GKKVNED7EJ2,2014,1GK,GENERAL MOTORS LLC,GM,,GMC,Acadia,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),SLE 1,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LLT,3600.0,,LANSING - DELTA TOWNSHIP,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:49:32.130,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,GM,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,1GKKVNED*EJ******,Direct,127.195256322696,3,4
12530,59,4,1-59-2019-004-03,3,2,1GNEVJKWXJJ2,2018,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Traverse,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),Premier,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"LFY - Spark Ignited Direct injection, ATSS, GEN 1",3600.0,Automatic,LANSING - DELTA TOWNSHIP,MICHIGAN,UNITED STATES (USA),,Standard,Optional,Optional,Standard,Optional,Standard,Optional,Standard,,,,22OCT2020:12:51:00.710,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,120.90,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,9,AWD/All Wheel Drive,2,,Hydraulic,,,,,,,GM,,6,,Gasoline,,,V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1GNEVJKW*JJ******,Direct,118.763983508724,6,4
12544,22,2,1-22-2019-002-04,4,2,1GTGK29F6VE5,1997,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,1997,TRUCK,2500 (3/4 ton),,,,Pickup,,,6500.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:52:25.113,984,Gm Truck Group,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,ROM,,8,,Diesel,,,V-Shaped,,,,,,Yes,,,,,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1GTGK29F*VE******,,228.172632478998,12,4
12499,76,1,1-76-2019-001-06,6,1,1GTN2TEX9BZ1,2011,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2011,TRUCK,1500,Work Truck/Fleet/Base,,,Pickup,2,LU3 - 90 DEG,4300.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:52:39.397,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,,Not Applicable,Not Applicable,1GTN2TEX*BZ******,,49.4254425182419,3,4
12542,21,3,1-21-2019-003-09,9,2,1HGCM66574A0,2004,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2004,PASSENGER CAR,,EX-V6,,,Sedan/Saloon,4,J30A4,2998.832712,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:53:45.067,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,178.97,240.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGCM665*4A******,,589.936165960683,11,4
12521,30,3,1-30-2019-003-07,7,3,1HGCP2F68BA1,2011,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,2011,PASSENGER CAR,SE,,,,Sedan/Saloon,4,K24Z2,2359.737216,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:54:01.850,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,131.99,177.00,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1HGCP2F6*BA******,Direct,979.901029870445,10,4
12537,19,2,1-19-2019-002-02,2,1,1M2AA13Y2RW0,1994,1M2,MACK TRUCKS INC.,Mack,,MACK,CH,1994,INCOMPLETE VEHICLE,600,CH613,,,Truck-Tractor,,,12.00,,WINNSBORO,SOUTH CAROLINA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:56:40.473,1027,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,,Air,,,,,,,,,6,,,,,,261.00,350.00,,,,,,,,,,,,,0,Not Applicable,MDHD: CBE (Cab Behind Engine),Not Applicable,,1M2AA13Y*RW******,,66.9391379556163,9,4
12488,11,3,1-11-2019-003-07,7,2,1N4AL3AP9DC2,2013,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2013,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:57:55.520,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1N4AL3AP*DC******,Direct,5501.90113032407,8,4
12541,21,2,1-21-2019-002-06,6,1,1ZVFT84N2651,2006,1ZV,"AUTO ALLIANCE INTERNATIONAL, USA",Auto Alliance,,FORD,Mustang,2006,PASSENGER CAR,,,,,Convertible/Cabriolet,2,,4000.0,,FLAT ROCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:59:05.753,978,AAI: Flat Rock,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,156.60,210.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1ZVFT84N*65******,,222.863974654819,11,4
12531,59,5,1-59-2019-005-10,10,1,2C4GM68495R5,2005,2C4,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Pacifica,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),CS,Touring,S (Sport),,Hatchback/Liftback/Notchback,,24V MPI,3500.0,,WINDSOR,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:00:32.830,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,2C4GM684*5R******,,2553.85143584925,6,4
12536,66,2,1-66-2019-002-09,9,1,2C8GP64L71R3,2001,2C8,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Town and Country,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),RS/RG,Limited,S Series,,Minivan,4,,3800.0,,WINDSOR,ONTARIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:13:02:54.127,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,2C8GP64L*1R******,,136.008717845864,6,4
12488,11,3,1-11-2019-003-07,7,1,2CNDL63F8660,2006,2CN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2006,MULTIPURPOSE PASSENGER VEHICLE (MPV),LT,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LNJ,3400.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,22OCT2020:13:03:04.503,984,NA-Canada (GM/SUZUKI J.V.),,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,SGM,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,2CNDL63F*66******,,5501.90113032407,8,4
